년,월,지역,지수
2020,6,전국,77.489382
2020,6,서울,77.788336
2020,6,강북14개구,76.256539
2020,6,종로구,85.576901
2020,6,중구,81.435072
2020,6,용산구,80.592768
2020,6,성동구,80.643149
2020,6,광진구,82.881702
2020,6,동대문구,79.179496
2020,6,중랑구,77.720305
2020,6,성북구,77.561442
2020,6,강북구,75.126538
2020,6,도봉구,73.238653
2020,6,노원구,68.953693
2020,6,은평구,76.967347
2020,6,서대문구,82.395088
2020,6,마포구,78.572883
2020,6,강남11개구,79.167288
2020,6,양천구,80.801879
2020,6,강서구,75.554921
2020,6,구로구,75.351744
2020,6,금천구,81.68215
2020,6,영등포구,79.144828
2020,6,동작구,77.797499
2020,6,관악구,80.769749
2020,6,서초구,80.568189
2020,6,강남구,81.775477
2020,6,송파구,78.514283
2020,6,강동구,80.66333
2020,6,수도권,73.313131
2020,6,6개광역시,78.932356
2020,6,5개광역시,81.03136
2020,6,기타지방,84.59898
2020,6,부산,78.508562
2020,6,중구,97.116401
2020,6,서구,92.475473
2020,6,동구,89.997575
2020,6,영도구,86.205024
2020,6,부산진구,81.355694
2020,6,동래구,79.365179
2020,6,남구,78.224618
2020,6,북구,83.264084
2020,6,해운대구,65.616141
2020,6,사하구,82.980392
2020,6,금정구,80.288782
2020,6,강서구,79.850746
2020,6,연제구,79.937688
2020,6,수영구,75.150713
2020,6,사상구,88.336572
2020,6,기장군,77.354182
2020,6,대구,83.758517
2020,6,중구,84.59593
2020,6,동구,89.037077
2020,6,서구,87.303685
2020,6,남구,85.489994
2020,6,북구,88.420085
2020,6,수성구,81.427562
2020,6,달서구,78.030179
2020,6,달성군,88.501886
2020,6,인천,72.129711
2020,6,중구,79.457263
2020,6,동구,77.311322
2020,6,미추홀구,80.805515
2020,6,연수구,64.6559
2020,6,남동구,74.49639
2020,6,부평구,71.707387
2020,6,계양구,71.272112
2020,6,서구,72.115818
2020,6,강화군,0.0
2020,6,광주,84.897319
2020,6,동구,94.966546
2020,6,서구,87.375166
2020,6,남구,85.947122
2020,6,북구,85.15759
2020,6,광산구,80.909105
2020,6,대전,77.718737
2020,6,동구,82.304501
2020,6,중구,80.588072
2020,6,서구,76.336345
2020,6,유성구,76.398081
2020,6,대덕구,76.938956
2020,6,울산,82.256363
2020,6,중구,83.863896
2020,6,남구,77.955981
2020,6,동구,86.373073
2020,6,북구,82.163959
2020,6,울주군,86.067794
2020,6,세종,70.230266
2020,6,경기,71.091581
2020,6,수원시,69.625898
2020,6,수원시 장안구,69.251174
2020,6,수원시 권선구,69.41205
2020,6,수원시 팔달구,73.544877
2020,6,수원시 영통구,68.858089
2020,6,성남시,76.60422
2020,6,성남시 수정구,77.184289
2020,6,성남시 중원구,76.582633
2020,6,성남시 분당구,76.511384
2020,6,의정부시,67.318701
2020,6,안양시,72.988587
2020,6,안양시 만안구,76.900032
2020,6,안양시 동안구,71.193753
2020,6,부천시,71.231419
2020,6,부천시 원미구,0.0
2020,6,부천시 소사구,0.0
2020,6,부천시 오정구,0.0
2020,6,광명시,73.90662
2020,6,평택시,72.257331
2020,6,동두천시,72.369056
2020,6,안산시,71.658131
2020,6,안산시 상록구,72.064433
2020,6,안산시 단원구,71.35173
2020,6,고양시,67.401256
2020,6,고양시 덕양구,64.546701
2020,6,고양시 일산동구,68.760934
2020,6,고양시 일산서구,70.174605
2020,6,과천시,83.485735
2020,6,구리시,75.584377
2020,6,남양주시,66.941375
2020,6,오산시,64.136171
2020,6,시흥시,67.124313
2020,6,군포시,70.579324
2020,6,의왕시,67.136608
2020,6,하남시,78.623235
2020,6,용인시,74.047184
2020,6,용인시 처인구,73.362303
2020,6,용인시 기흥구,73.560782
2020,6,용인시 수지구,74.673286
2020,6,파주시,74.335152
2020,6,이천시,82.497954
2020,6,안성시,71.038342
2020,6,김포시,69.080833
2020,6,화성시,70.023578
2020,6,광주시,72.295065
2020,6,양주시,74.939579
2020,6,포천시,0.0
2020,6,여주시,0.0
2020,6,연천군,0.0
2020,6,가평군,0.0
2020,6,양평군,0.0
2020,6,충북,83.274455
2020,6,청주시,83.726512
2020,6,청주시 상당구,83.610441
2020,6,청주시 서원구,81.937006
2020,6,청주시 흥덕구,82.667333
2020,6,청주시 청원구,87.756527
2020,6,충주시,81.245446
2020,6,제천시,83.127225
2020,6,보은군,0.0
2020,6,옥천군,0.0
2020,6,영동군,0.0
2020,6,증평군,0.0
2020,6,진천군,0.0
2020,6,괴산군,0.0
2020,6,음성군,0.0
2020,6,단양군,0.0
2020,6,충남,84.217911
2020,6,천안시,83.954292
2020,6,천안시 동남구,85.436037
2020,6,천안시 서북구,83.031696
2020,6,공주시,77.977092
2020,6,보령시,0.0
2020,6,아산시,80.257746
2020,6,서산시,89.603325
2020,6,논산시,91.838682
2020,6,계룡시,75.54817
2020,6,당진시,99.090097
2020,6,금산군,0.0
2020,6,부여군,0.0
2020,6,서천군,0.0
2020,6,청양군,0.0
2020,6,홍성군,0.0
2020,6,예산군,0.0
2020,6,태안군,0.0
2020,6,전남,93.261155
2020,6,목포시,99.881307
2020,6,여수시,89.547017
2020,6,순천시,91.004051
2020,6,나주시,0.0
2020,6,광양시,93.967884
2020,6,담양군,0.0
2020,6,곡성군,0.0
2020,6,구례군,0.0
2020,6,고흥군,0.0
2020,6,보성군,0.0
2020,6,화순군,0.0
2020,6,장흥군,0.0
2020,6,강진군,0.0
2020,6,해남군,0.0
2020,6,영암군,0.0
2020,6,무안군,0.0
2020,6,함평군,0.0
2020,6,영광군,0.0
2020,6,장성군,0.0
2020,6,완도군,0.0
2020,6,진도군,0.0
2020,6,경북,85.368796
2020,6,포항시,82.033656
2020,6,포항시 남구,85.649327
2020,6,포항시 북구,80.220077
2020,6,경주시,0.0
2020,6,김천시,86.856342
2020,6,안동시,88.992989
2020,6,구미시,83.526702
2020,6,영주시,0.0
2020,6,영천시,0.0
2020,6,상주시,0.0
2020,6,문경시,0.0
2020,6,경산시,92.131174
2020,6,의성군,0.0
2020,6,영덕군,0.0
2020,6,청도군,0.0
2020,6,고령군,0.0
2020,6,성주군,0.0
2020,6,칠곡군,0.0
2020,6,예천군,0.0
2020,6,봉화군,0.0
2020,6,경남,85.133162
2020,6,창원시,83.3364
2020,6,창원시 의창구,83.381153
2020,6,창원시 성산구,78.284783
2020,6,창원시 마산합포구,86.065291
2020,6,창원시 마산회원구,89.282465
2020,6,창원시 진해구,85.323446
2020,6,진주시,89.14697
2020,6,통영시,94.738486
2020,6,사천시,0.0
2020,6,김해시,82.900545
2020,6,밀양시,0.0
2020,6,거제시,92.494027
2020,6,양산시,83.60764
2020,6,의령군,0.0
2020,6,함안군,0.0
2020,6,창녕군,0.0
2020,6,고성군,0.0
2020,6,남해군,0.0
2020,6,하동군,0.0
2020,6,산청군,0.0
2020,6,함양군,0.0
2020,6,거창군,0.0
2020,6,합천군,0.0
2020,6,제주,79.422843
2020,6,제주시,0.0
2020,6,서귀포시,0.0
2020,6,강원,82.463864
2020,6,춘천시,83.385888
2020,6,원주시,84.857923
2020,6,강릉시,76.781282
2020,6,동해시,0.0
2020,6,태백시,0.0
2020,6,속초시,0.0
2020,6,삼척시,0.0
2020,6,홍천군,0.0
2020,6,횡성군,0.0
2020,6,영월군,0.0
2020,6,평창군,0.0
2020,6,정선군,0.0
2020,6,철원군,0.0
2020,6,화천군,0.0
2020,6,양구군,0.0
2020,6,인제군,0.0
2020,6,고성군,0.0
2020,6,양양군,0.0
2020,6,전북,86.213502
2020,6,전주시,86.583453
2020,6,전주시 완산구,86.641837
2020,6,전주시 덕진구,86.508595
2020,6,군산시,80.403619
2020,6,익산시,91.762411
2020,6,정읍시,0.0
2020,6,남원시,0.0
2020,6,김제시,0.0
2020,6,완주군,0.0
2020,6,무주군,0.0
2020,6,임실군,0.0
2020,6,순창군,0.0
2020,6,고창군,0.0
2020,6,부안군,0.0
2020,7,전국,78.350492
2020,7,서울,79.451888
2020,7,강북14개구,77.985184
2020,7,종로구,86.230938
2020,7,중구,82.763351
2020,7,용산구,81.360274
2020,7,성동구,81.693003
2020,7,광진구,84.529419
2020,7,동대문구,80.49748
2020,7,중랑구,78.663571
2020,7,성북구,79.830593
2020,7,강북구,77.424207
2020,7,도봉구,74.855168
2020,7,노원구,71.606242
2020,7,은평구,78.166951
2020,7,서대문구,83.707517
2020,7,마포구,79.974158
2020,7,강남11개구,80.772243
2020,7,양천구,82.461234
2020,7,강서구,77.376127
2020,7,구로구,76.867006
2020,7,금천구,82.743955
2020,7,영등포구,81.294101
2020,7,동작구,79.140833
2020,7,관악구,82.450884
2020,7,서초구,81.567961
2020,7,강남구,83.371632
2020,7,송파구,80.819217
2020,7,강동구,81.2822
2020,7,수도권,74.527833
2020,7,6개광역시,79.421458
2020,7,5개광역시,81.468213
2020,7,기타지방,84.993531
2020,7,부산,78.847013
2020,7,중구,97.116401
2020,7,서구,92.528872
2020,7,동구,90.114205
2020,7,영도구,86.151391
2020,7,부산진구,81.705548
2020,7,동래구,79.769136
2020,7,남구,78.771294
2020,7,북구,83.329887
2020,7,해운대구,66.246231
2020,7,사하구,83.002306
2020,7,금정구,80.387978
2020,7,강서구,79.962176
2020,7,연제구,80.621094
2020,7,수영구,76.345796
2020,7,사상구,88.323409
2020,7,기장군,77.27529
2020,7,대구,84.314211
2020,7,중구,85.249559
2020,7,동구,89.34284
2020,7,서구,88.287931
2020,7,남구,85.799353
2020,7,북구,88.417524
2020,7,수성구,82.249346
2020,7,달서구,79.000369
2020,7,달성군,88.580776
2020,7,인천,72.788146
2020,7,중구,79.688965
2020,7,동구,77.311322
2020,7,미추홀구,81.277801
2020,7,연수구,65.826724
2020,7,남동구,74.834946
2020,7,부평구,72.605125
2020,7,계양구,71.535921
2020,7,서구,72.864629
2020,7,강화군,0.0
2020,7,광주,84.892583
2020,7,동구,95.08688
2020,7,서구,87.361985
2020,7,남구,86.083122
2020,7,북구,85.157563
2020,7,광산구,80.821563
2020,7,대전,78.581731
2020,7,동구,83.563304
2020,7,중구,81.088973
2020,7,서구,77.067408
2020,7,유성구,77.611006
2020,7,대덕구,77.479
2020,7,울산,82.681603
2020,7,중구,84.591711
2020,7,남구,78.596589
2020,7,동구,86.341294
2020,7,북구,82.568435
2020,7,울주군,86.193463
2020,7,세종,73.361631
2020,7,경기,72.183401
2020,7,수원시,70.640979
2020,7,수원시 장안구,70.069369
2020,7,수원시 권선구,70.261051
2020,7,수원시 팔달구,74.351182
2020,7,수원시 영통구,70.169355
2020,7,성남시,78.197349
2020,7,성남시 수정구,78.138249
2020,7,성남시 중원구,78.129815
2020,7,성남시 분당구,78.221348
2020,7,의정부시,68.009503
2020,7,안양시,74.745762
2020,7,안양시 만안구,78.442752
2020,7,안양시 동안구,73.049334
2020,7,부천시,72.216838
2020,7,부천시 원미구,0.0
2020,7,부천시 소사구,0.0
2020,7,부천시 오정구,0.0
2020,7,광명시,76.271486
2020,7,평택시,72.503829
2020,7,동두천시,72.358454
2020,7,안산시,72.464516
2020,7,안산시 상록구,73.077205
2020,7,안산시 단원구,72.002473
2020,7,고양시,68.413638
2020,7,고양시 덕양구,65.9544
2020,7,고양시 일산동구,69.19434
2020,7,고양시 일산서구,71.095712
2020,7,과천시,83.92252
2020,7,구리시,76.88962
2020,7,남양주시,69.296739
2020,7,오산시,64.880338
2020,7,시흥시,67.461756
2020,7,군포시,71.784728
2020,7,의왕시,67.869353
2020,7,하남시,79.898217
2020,7,용인시,75.386991
2020,7,용인시 처인구,73.726206
2020,7,용인시 기흥구,74.996459
2020,7,용인시 수지구,76.117978
2020,7,파주시,74.784355
2020,7,이천시,82.545981
2020,7,안성시,71.209469
2020,7,김포시,69.912012
2020,7,화성시,70.94802
2020,7,광주시,73.127565
2020,7,양주시,75.229597
2020,7,포천시,0.0
2020,7,여주시,0.0
2020,7,연천군,0.0
2020,7,가평군,0.0
2020,7,양평군,0.0
2020,7,충북,83.519468
2020,7,청주시,83.962785
2020,7,청주시 상당구,83.919525
2020,7,청주시 서원구,82.321141
2020,7,청주시 흥덕구,82.859919
2020,7,청주시 청원구,87.796627
2020,7,충주시,81.565928
2020,7,제천시,83.317892
2020,7,보은군,0.0
2020,7,옥천군,0.0
2020,7,영동군,0.0
2020,7,증평군,0.0
2020,7,진천군,0.0
2020,7,괴산군,0.0
2020,7,음성군,0.0
2020,7,단양군,0.0
2020,7,충남,84.590825
2020,7,천안시,84.562571
2020,7,천안시 동남구,85.968952
2020,7,천안시 서북구,83.686901
2020,7,공주시,77.947068
2020,7,보령시,0.0
2020,7,아산시,80.415037
2020,7,서산시,89.411765
2020,7,논산시,91.838682
2020,7,계룡시,77.055742
2020,7,당진시,99.090097
2020,7,금산군,0.0
2020,7,부여군,0.0
2020,7,서천군,0.0
2020,7,청양군,0.0
2020,7,홍성군,0.0
2020,7,예산군,0.0
2020,7,태안군,0.0
2020,7,전남,93.676018
2020,7,목포시,99.651738
2020,7,여수시,90.327664
2020,7,순천시,91.536844
2020,7,나주시,0.0
2020,7,광양시,94.502835
2020,7,담양군,0.0
2020,7,곡성군,0.0
2020,7,구례군,0.0
2020,7,고흥군,0.0
2020,7,보성군,0.0
2020,7,화순군,0.0
2020,7,장흥군,0.0
2020,7,강진군,0.0
2020,7,해남군,0.0
2020,7,영암군,0.0
2020,7,무안군,0.0
2020,7,함평군,0.0
2020,7,영광군,0.0
2020,7,장성군,0.0
2020,7,완도군,0.0
2020,7,진도군,0.0
2020,7,경북,85.636912
2020,7,포항시,82.502625
2020,7,포항시 남구,85.871029
2020,7,포항시 북구,80.813073
2020,7,경주시,0.0
2020,7,김천시,86.593586
2020,7,안동시,88.77418
2020,7,구미시,84.052331
2020,7,영주시,0.0
2020,7,영천시,0.0
2020,7,상주시,0.0
2020,7,문경시,0.0
2020,7,경산시,92.04433
2020,7,의성군,0.0
2020,7,영덕군,0.0
2020,7,청도군,0.0
2020,7,고령군,0.0
2020,7,성주군,0.0
2020,7,칠곡군,0.0
2020,7,예천군,0.0
2020,7,봉화군,0.0
2020,7,경남,85.443333
2020,7,창원시,84.00317
2020,7,창원시 의창구,85.342221
2020,7,창원시 성산구,79.272448
2020,7,창원시 마산합포구,85.984623
2020,7,창원시 마산회원구,89.40085
2020,7,창원시 진해구,85.327182
2020,7,진주시,88.786134
2020,7,통영시,94.738486
2020,7,사천시,0.0
2020,7,김해시,82.97297
2020,7,밀양시,0.0
2020,7,거제시,93.18902
2020,7,양산시,83.727288
2020,7,의령군,0.0
2020,7,함안군,0.0
2020,7,창녕군,0.0
2020,7,고성군,0.0
2020,7,남해군,0.0
2020,7,하동군,0.0
2020,7,산청군,0.0
2020,7,함양군,0.0
2020,7,거창군,0.0
2020,7,합천군,0.0
2020,7,제주,79.32932
2020,7,제주시,0.0
2020,7,서귀포시,0.0
2020,7,강원,82.622636
2020,7,춘천시,83.582557
2020,7,원주시,84.981203
2020,7,강릉시,76.951472
2020,7,동해시,0.0
2020,7,태백시,0.0
2020,7,속초시,0.0
2020,7,삼척시,0.0
2020,7,홍천군,0.0
2020,7,횡성군,0.0
2020,7,영월군,0.0
2020,7,평창군,0.0
2020,7,정선군,0.0
2020,7,철원군,0.0
2020,7,화천군,0.0
2020,7,양구군,0.0
2020,7,인제군,0.0
2020,7,고성군,0.0
2020,7,양양군,0.0
2020,7,전북,86.278378
2020,7,전주시,86.670661
2020,7,전주시 완산구,86.734772
2020,7,전주시 덕진구,86.588459
2020,7,군산시,80.47205
2020,7,익산시,91.762411
2020,7,정읍시,0.0
2020,7,남원시,0.0
2020,7,김제시,0.0
2020,7,완주군,0.0
2020,7,무주군,0.0
2020,7,임실군,0.0
2020,7,순창군,0.0
2020,7,고창군,0.0
2020,7,부안군,0.0
2020,8,전국,79.080372
2020,8,서울,81.083113
2020,8,강북14개구,79.814575
2020,8,종로구,87.519405
2020,8,중구,83.925453
2020,8,용산구,82.15441
2020,8,성동구,83.112066
2020,8,광진구,85.75893
2020,8,동대문구,81.573826
2020,8,중랑구,80.732723
2020,8,성북구,81.834395
2020,8,강북구,79.845748
2020,8,도봉구,77.48514
2020,8,노원구,74.129494
2020,8,은평구,79.637545
2020,8,서대문구,84.6978
2020,8,마포구,81.163676
2020,8,강남11개구,82.225075
2020,8,양천구,84.255139
2020,8,강서구,78.63633
2020,8,구로구,79.041175
2020,8,금천구,83.919428
2020,8,영등포구,82.86541
2020,8,동작구,80.610601
2020,8,관악구,83.60813
2020,8,서초구,82.85702
2020,8,강남구,84.601302
2020,8,송파구,82.317145
2020,8,강동구,82.366629
2020,8,수도권,75.524562
2020,8,6개광역시,79.830241
2020,8,5개광역시,81.864351
2020,8,기타지방,85.386077
2020,8,부산,79.213635
2020,8,중구,97.116401
2020,8,서구,92.608393
2020,8,동구,90.147994
2020,8,영도구,86.025057
2020,8,부산진구,81.796045
2020,8,동래구,80.071983
2020,8,남구,79.100968
2020,8,북구,83.550028
2020,8,해운대구,67.548717
2020,8,사하구,83.04303
2020,8,금정구,80.43415
2020,8,강서구,80.629267
2020,8,연제구,80.777948
2020,8,수영구,76.608723
2020,8,사상구,88.310306
2020,8,기장군,77.101963
2020,8,대구,84.918065
2020,8,중구,85.47184
2020,8,동구,89.707336
2020,8,서구,88.833433
2020,8,남구,85.945643
2020,8,북구,88.428982
2020,8,수성구,82.854707
2020,8,달서구,80.285347
2020,8,달성군,88.805283
2020,8,인천,73.237909
2020,8,중구,79.821878
2020,8,동구,77.311322
2020,8,미추홀구,81.407494
2020,8,연수구,66.531038
2020,8,남동구,75.102247
2020,8,부평구,73.502718
2020,8,계양구,71.885436
2020,8,서구,73.153719
2020,8,강화군,0.0
2020,8,광주,84.913486
2020,8,동구,95.141039
2020,8,서구,87.378239
2020,8,남구,86.112648
2020,8,북구,85.081554
2020,8,광산구,80.939314
2020,8,대전,79.100605
2020,8,동구,84.267931
2020,8,중구,81.398559
2020,8,서구,77.689327
2020,8,유성구,77.995043
2020,8,대덕구,78.045461
2020,8,울산,83.05664
2020,8,중구,84.815194
2020,8,남구,79.161762
2020,8,동구,86.09211
2020,8,북구,82.971442
2020,8,울주군,86.765076
2020,8,세종,79.084726
2020,8,경기,72.951756
2020,8,수원시,71.454642
2020,8,수원시 장안구,70.444095
2020,8,수원시 권선구,70.64945
2020,8,수원시 팔달구,74.984591
2020,8,수원시 영통구,71.599884
2020,8,성남시,79.401712
2020,8,성남시 수정구,78.884577
2020,8,성남시 중원구,78.745829
2020,8,성남시 분당구,79.625248
2020,8,의정부시,68.732564
2020,8,안양시,75.536382
2020,8,안양시 만안구,79.242584
2020,8,안양시 동안구,73.835728
2020,8,부천시,73.070932
2020,8,부천시 원미구,0.0
2020,8,부천시 소사구,0.0
2020,8,부천시 오정구,0.0
2020,8,광명시,78.008884
2020,8,평택시,72.512838
2020,8,동두천시,72.358454
2020,8,안산시,72.680876
2020,8,안산시 상록구,73.424818
2020,8,안산시 단원구,72.119853
2020,8,고양시,69.262359
2020,8,고양시 덕양구,67.135497
2020,8,고양시 일산동구,69.530159
2020,8,고양시 일산서구,71.887256
2020,8,과천시,84.688899
2020,8,구리시,78.928467
2020,8,남양주시,70.695693
2020,8,오산시,65.200581
2020,8,시흥시,67.791586
2020,8,군포시,72.196368
2020,8,의왕시,68.463211
2020,8,하남시,81.020825
2020,8,용인시,76.315718
2020,8,용인시 처인구,73.824727
2020,8,용인시 기흥구,75.821548
2020,8,용인시 수지구,77.320729
2020,8,파주시,75.174747
2020,8,이천시,82.658326
2020,8,안성시,71.254161
2020,8,김포시,70.515876
2020,8,화성시,71.45552
2020,8,광주시,74.047777
2020,8,양주시,75.303069
2020,8,포천시,0.0
2020,8,여주시,0.0
2020,8,연천군,0.0
2020,8,가평군,0.0
2020,8,양평군,0.0
2020,8,충북,83.592532
2020,8,청주시,84.052401
2020,8,청주시 상당구,84.025204
2020,8,청주시 서원구,82.35101
2020,8,청주시 흥덕구,83.051335
2020,8,청주시 청원구,87.801636
2020,8,충주시,81.598564
2020,8,제천시,83.332131
2020,8,보은군,0.0
2020,8,옥천군,0.0
2020,8,영동군,0.0
2020,8,증평군,0.0
2020,8,진천군,0.0
2020,8,괴산군,0.0
2020,8,음성군,0.0
2020,8,단양군,0.0
2020,8,충남,84.754557
2020,8,천안시,84.67202
2020,8,천안시 동남구,86.005676
2020,8,천안시 서북구,83.84163
2020,8,공주시,78.475008
2020,8,보령시,0.0
2020,8,아산시,80.534037
2020,8,서산시,89.466407
2020,8,논산시,92.106336
2020,8,계룡시,78.511751
2020,8,당진시,98.988243
2020,8,금산군,0.0
2020,8,부여군,0.0
2020,8,서천군,0.0
2020,8,청양군,0.0
2020,8,홍성군,0.0
2020,8,예산군,0.0
2020,8,태안군,0.0
2020,8,전남,94.005012
2020,8,목포시,99.49003
2020,8,여수시,90.88014
2020,8,순천시,92.183786
2020,8,나주시,0.0
2020,8,광양시,94.580373
2020,8,담양군,0.0
2020,8,곡성군,0.0
2020,8,구례군,0.0
2020,8,고흥군,0.0
2020,8,보성군,0.0
2020,8,화순군,0.0
2020,8,장흥군,0.0
2020,8,강진군,0.0
2020,8,해남군,0.0
2020,8,영암군,0.0
2020,8,무안군,0.0
2020,8,함평군,0.0
2020,8,영광군,0.0
2020,8,장성군,0.0
2020,8,완도군,0.0
2020,8,진도군,0.0
2020,8,경북,85.788288
2020,8,포항시,82.901767
2020,8,포항시 남구,86.342944
2020,8,포항시 북구,81.175713
2020,8,경주시,0.0
2020,8,김천시,86.560739
2020,8,안동시,88.445328
2020,8,구미시,84.202881
2020,8,영주시,0.0
2020,8,영천시,0.0
2020,8,상주시,0.0
2020,8,문경시,0.0
2020,8,경산시,92.042962
2020,8,의성군,0.0
2020,8,영덕군,0.0
2020,8,청도군,0.0
2020,8,고령군,0.0
2020,8,성주군,0.0
2020,8,칠곡군,0.0
2020,8,예천군,0.0
2020,8,봉화군,0.0
2020,8,경남,85.598923
2020,8,창원시,84.393597
2020,8,창원시 의창구,86.491117
2020,8,창원시 성산구,79.97162
2020,8,창원시 마산합포구,85.746152
2020,8,창원시 마산회원구,89.400595
2020,8,창원시 진해구,85.316316
2020,8,진주시,88.748201
2020,8,통영시,94.738486
2020,8,사천시,0.0
2020,8,김해시,83.135788
2020,8,밀양시,0.0
2020,8,거제시,92.943107
2020,8,양산시,83.714508
2020,8,의령군,0.0
2020,8,함안군,0.0
2020,8,창녕군,0.0
2020,8,고성군,0.0
2020,8,남해군,0.0
2020,8,하동군,0.0
2020,8,산청군,0.0
2020,8,함양군,0.0
2020,8,거창군,0.0
2020,8,합천군,0.0
2020,8,제주,79.211241
2020,8,제주시,0.0
2020,8,서귀포시,0.0
2020,8,강원,82.736774
2020,8,춘천시,83.932477
2020,8,원주시,84.87814
2020,8,강릉시,77.130017
2020,8,동해시,0.0
2020,8,태백시,0.0
2020,8,속초시,0.0
2020,8,삼척시,0.0
2020,8,홍천군,0.0
2020,8,횡성군,0.0
2020,8,영월군,0.0
2020,8,평창군,0.0
2020,8,정선군,0.0
2020,8,철원군,0.0
2020,8,화천군,0.0
2020,8,양구군,0.0
2020,8,인제군,0.0
2020,8,고성군,0.0
2020,8,양양군,0.0
2020,8,전북,86.32705
2020,8,전주시,86.746644
2020,8,전주시 완산구,86.835795
2020,8,전주시 덕진구,86.632335
2020,8,군산시,80.497903
2020,8,익산시,91.762411
2020,8,정읍시,0.0
2020,8,남원시,0.0
2020,8,김제시,0.0
2020,8,완주군,0.0
2020,8,무주군,0.0
2020,8,임실군,0.0
2020,8,순창군,0.0
2020,8,고창군,0.0
2020,8,부안군,0.0
2020,9,전국,79.878455
2020,9,서울,82.70131
2020,9,강북14개구,81.680703
2020,9,종로구,88.786281
2020,9,중구,84.90905
2020,9,용산구,83.118272
2020,9,성동구,85.155827
2020,9,광진구,87.223255
2020,9,동대문구,82.996097
2020,9,중랑구,82.489785
2020,9,성북구,83.477497
2020,9,강북구,82.167398
2020,9,도봉구,79.557967
2020,9,노원구,76.65365
2020,9,은평구,81.847985
2020,9,서대문구,85.832836
2020,9,마포구,82.524572
2020,9,강남11개구,83.620081
2020,9,양천구,85.641832
2020,9,강서구,80.254258
2020,9,구로구,80.976737
2020,9,금천구,85.576551
2020,9,영등포구,84.131628
2020,9,동작구,81.925466
2020,9,관악구,84.527179
2020,9,서초구,83.810623
2020,9,강남구,85.969463
2020,9,송파구,83.829559
2020,9,강동구,83.634664
2020,9,수도권,76.573893
2020,9,6개광역시,80.319453
2020,9,5개광역시,82.398486
2020,9,기타지방,85.811805
2020,9,부산,79.577265
2020,9,중구,97.088197
2020,9,서구,92.638567
2020,9,동구,90.239541
2020,9,영도구,85.675851
2020,9,부산진구,81.868076
2020,9,동래구,80.545881
2020,9,남구,79.220606
2020,9,북구,83.654076
2020,9,해운대구,68.88044
2020,9,사하구,83.069486
2020,9,금정구,80.589133
2020,9,강서구,81.133763
2020,9,연제구,81.056994
2020,9,수영구,77.034653
2020,9,사상구,88.234205
2020,9,기장군,77.05072
2020,9,대구,85.834986
2020,9,중구,86.297963
2020,9,동구,89.957088
2020,9,서구,90.001338
2020,9,남구,86.60864
2020,9,북구,88.576769
2020,9,수성구,84.007314
2020,9,달서구,82.034248
2020,9,달성군,89.049557
2020,9,인천,73.581532
2020,9,중구,79.9137
2020,9,동구,77.302179
2020,9,미추홀구,81.515015
2020,9,연수구,67.091158
2020,9,남동구,75.38124
2020,9,부평구,73.861965
2020,9,계양구,72.12303
2020,9,서구,73.605072
2020,9,강화군,0.0
2020,9,광주,84.955143
2020,9,동구,95.187866
2020,9,서구,87.335968
2020,9,남구,86.224032
2020,9,북구,85.081514
2020,9,광산구,81.054864
2020,9,대전,79.868733
2020,9,동구,84.759298
2020,9,중구,82.126874
2020,9,서구,78.727798
2020,9,유성구,78.59711
2020,9,대덕구,78.597833
2020,9,울산,83.595871
2020,9,중구,85.120061
2020,9,남구,80.36845
2020,9,동구,86.04556
2020,9,북구,83.32458
2020,9,울주군,86.910978
2020,9,세종,84.538429
2020,9,경기,73.84551
2020,9,수원시,72.594722
2020,9,수원시 장안구,71.15337
2020,9,수원시 권선구,71.411063
2020,9,수원시 팔달구,75.483198
2020,9,수원시 영통구,73.452715
2020,9,성남시,80.531449
2020,9,성남시 수정구,79.4866
2020,9,성남시 중원구,79.622769
2020,9,성남시 분당구,80.896247
2020,9,의정부시,69.666414
2020,9,안양시,76.444062
2020,9,안양시 만안구,80.192844
2020,9,안양시 동안구,74.723869
2020,9,부천시,74.285326
2020,9,부천시 원미구,0.0
2020,9,부천시 소사구,0.0
2020,9,부천시 오정구,0.0
2020,9,광명시,80.504653
2020,9,평택시,72.514812
2020,9,동두천시,72.292002
2020,9,안산시,73.093197
2020,9,안산시 상록구,73.892765
2020,9,안산시 단원구,72.490225
2020,9,고양시,70.153299
2020,9,고양시 덕양구,68.284051
2020,9,고양시 일산동구,70.080816
2020,9,고양시 일산서구,72.690974
2020,9,과천시,85.307126
2020,9,구리시,80.360457
2020,9,남양주시,71.724278
2020,9,오산시,65.355905
2020,9,시흥시,68.199242
2020,9,군포시,72.810494
2020,9,의왕시,68.995563
2020,9,하남시,82.568908
2020,9,용인시,76.959663
2020,9,용인시 처인구,73.928085
2020,9,용인시 기흥구,76.331376
2020,9,용인시 수지구,78.209596
2020,9,파주시,76.082557
2020,9,이천시,82.671336
2020,9,안성시,71.366073
2020,9,김포시,71.486145
2020,9,화성시,72.585427
2020,9,광주시,75.411062
2020,9,양주시,75.591212
2020,9,포천시,0.0
2020,9,여주시,0.0
2020,9,연천군,0.0
2020,9,가평군,0.0
2020,9,양평군,0.0
2020,9,충북,83.558149
2020,9,청주시,84.001401
2020,9,청주시 상당구,83.883476
2020,9,청주시 서원구,82.35101
2020,9,청주시 흥덕구,83.055628
2020,9,청주시 청원구,87.682113
